part number,part name,section name,section number,slide_ref,section_slide_number,slide name,part_slide number,date,abbreviation
3,D to F,"Double Bottom Bull Flag, but Bear BO",8.0,8.1,1.0,DB Bull Flag Failed: After Wedge Top,136,23/11/14,
3,D to F,"Double Bottom Bull Flag, but Bear BO",8.0,8.2,2.0,DB Failure: Head and Shoulders Top,137,11/11/16,
3,D to F,"Double Bottom Bull Flag, but Bear BO",8.0,8.3,3.0,DB Bull Flag Failed: Reversal Down,138,25/2/26,
3,D to F,"Double Bottom Bull Flag, but Bear BO",8.0,8.4,4.0,Exhaustion Gap: Strong Bull BO Late in Bull Trend,139,12/12/17,
3,D to F,"Double Bottom Bull Flag, but Bear BO",8.0,8.5,5.0,DB Bull Flag: Possible L of Day,140,19/1/24,
3,D to F,Failed BO Below Double Bottom so Wedge Bottom,9.0,,,Failed BO Below Double Bottom so Wedge Bottom,141,,DB F BO Below
3,D to F,Failed BO Below Double Bottom so Wedge Bottom,9.0,9.1,1.0,"Triple Bottoms: Variations, Rarely Perfect",142,22/7/28 | 22/4/21,
3,D to F,Failed BO Below Double Bottom so Wedge Bottom,9.0,9.2,2.0,Wedge Bottom: Failed BO below DB,143,8/21/18,
3,D to F,Failed BO Below Double Bottom so Wedge Bottom,9.0,9.3,3.0,Failed Breakout below DB: Minor Reversal Up,144,23/10/13,
3,D to F,Failed BO Below Double Bottom so Wedge Bottom,9.0,9.4,4.0,Failed Double Bottom: Buy above Bull Bar,145,21/9/10,
3,D to F,Failed BO Below Double Bottom so Wedge Bottom,9.0,9.5,5.0,"Failed BO below DB: Micro DB, High 2",146,21/3/17,
3,D to F,Failed BO Below Double Bottom so Wedge Bottom,9.0,9.6,6.0,Failed Breakout below DB: LL MTR,147,22/1/14,
3,D to F,Failed BO Below Double Bottom so Wedge Bottom,9.0,9.7,7.0,Failed Breakout below Double Bottom: Wedge Bottom,148,23/4/21,
3,D to F,Failed BO Below Double Bottom so Wedge Bottom,9.0,9.8,8.0,LL DB: Failed Breakout below Wedge Bottom,149,25/1/14,
3,D to F,Failed BO Below Double Bottom so Wedge Bottom,9.0,9.9,9.0,Failed Breakout below Wedge Bottom: Weak Bull Trend,150,23/11/16,
3,D to F,Failed BO Below Double Bottom so Wedge Bottom,9.0,9.1,10.0,Failed BO Below DB: Wedge Bottom,151,19/1/24,
3,D to F,Micro Double Bottom,10.0,,,Micro Double Bottom,152,,DB Micro
3,D to F,Micro Double Bottom,10.0,10.1,1.0,Micro Double Bottom (DB): DB on Smaller Time Frame,153,22/4/30,
3,D to F,Micro Double Bottom,10.0,10.2,2.0,Double Bottom (DB): Micro DBT on Higher Time Frame,154,22/4/30,
3,D to F,Micro Double Bottom,10.0,10.3,3.0,"Disappointed Bears: Either Exit at Lowest C, or Hold for BO",155,22/4/30,
3,D to F,Micro Double Bottom,10.0,10.4,4.0,Micro Double Bottom: Reversal Up from Sell Climax,156,25/1/30,
3,D to F,Micro Double Bottom,10.0,10.5,5.0,Micro Double Bottom: Sell Climax,157,19/4/8,
3,D to F,Micro Double Bottom,10.0,10.6,6.0,Micro DT and DB: Full Size Pattern on Smaller Time Frame,158,2/2/17,
3,D to F,Micro Double Bottom,10.0,10.7,7.0,S Climax Test of C of Last Year: B Reversal Up,159,10/23/18,
3,D to F,Micro Double Bottom,10.0,10.8,8.0,Micro Wedge: 3 Legs Within 4 – 7 Bars,160,19/1/23,
3,D to F,Micro Double Bottom,10.0,10.9,9.0,Micro DB: Exhaustive Sell Climax,161,25/4/10,
3,D to F,Micro Double Bottom,10.0,10.1,10.0,Micro DB: Parabolic Wedge Bottom,162,25/4/3,
3,D to F,Double Bottom Pullback,11.0,,,Double Bottom Pullback,163,,DB PB
3,D to F,Double Bottom Pullback,11.0,11.1,1.0,"Triple Bottoms: Variations, Rarely Perfect",164,22/7/28 | 22/4/21,
3,D to F,Double Bottom Pullback,11.0,11.2,2.0,DB PB: After LL DB Had Weak Buy Setup,165,23/5/4,
3,D to F,Double Bottom Pullback,11.0,11.3,3.0,DB PB: Type of Triangle Buy Setup,166,6/5/18,
3,D to F,Double Bottom Pullback,11.0,11.4,4.0,DB PB: Type of Triangle B Setup,167,6/8/18,
3,D to F,Double Bottom Pullback,11.0,11.5,5.0,DB PB: Bull Channel,168,25/9/26,
3,D to F,Double Bottom Pullback,11.0,11.6,6.0,"DB after Failed DT: Rally, Then Tight Trading Range",169,24/7/22,
3,D to F,Double Bottom Pullback,11.0,11.7,7.0,DB PB: HSB,170,23/4/14,
3,D to F,Double Bottom Pullback,11.0,11.8,8.0,DB Pullback: 2 nd Attempt Was HL MTR,171,25/3/21,
3,D to F,Double Bottom Pullback,11.0,11.9,9.0,DB PB: Bull Channel,172,24/6/14,
3,D to F,Double Bottom Pullback,11.0,11.1,10.0,DB PB: HL MTR,173,23/8/8,
3,D to F,Double Bottom Pullback,11.0,11.11,11.0,DB PB and HL MTR: Bull Trend,174,22/11/17,
3,D to F,Double Bottom Pullback,11.0,11.12,12.0,DB PB: Trend Resumption Up,175,22/9/16,
3,D to F,Double Bottom Pullback,11.0,11.13,13.0,DB PB: Minor Rally in Small Trading Range Day,176,24/3/28,
3,D to F,Double Bottom Pullback,11.0,11.14,14.0,DB PB in Trading Range Open: Bull Breakout,177,22/5/16,
3,D to F,Double Bottom Pullback,11.0,11.15,15.0,DB PB: Strong Bull Bars,178,20/7/30,
3,D to F,Double Bottom Pullback,11.0,11.16,16.0,Double Bottom Pullback: Triangle,179,25/4/2,
3,D to F,Double Bottom Pullback,11.0,11.17,17.0,Double Bottom Pullback: Bull Flag,180,22/7/21,
3,D to F,Double Bottom Pullback,11.0,11.18,18.0,DB PB: Also HL MTR,181,21/9/2,
3,D to F,Double Bottom Pullback,11.0,11.19,19.0,DB PB: Then Trading Range with Bull Breakout,182,21/6/25,
3,D to F,Double Bottom Pullback,11.0,11.2,20.0,DB PB: Sell Climax Tested Yesterday’s DB,183,21/9/15,
3,D to F,Double Bottom Pullback,11.0,11.21,21.0,DB PB: Bull Trend Reversal,184,20/9/4,
3,D to F,Double Bottom Pullback,11.0,11.22,22.0,DB Pullback: Also Triangle,185,21/5/3,
3,D to F,Double Bottom Pullback,11.0,11.23,23.0,DB PB: Weak Bull Channel,186,20/8/14,
3,D to F,Double Bottom Pullback,11.0,11.24,24.0,DB PB: HL MTR,187,21/3/19,
3,D to F,Double Bottom Pullback,11.0,11.25,25.0,DB PB: B for Swing Up,188,20/2/13,
3,D to F,Double Bottom Pullback,11.0,11.26,26.0,Gap Down: DB PB,189,19/1/11,
3,D to F,Double Bottom Pullback,11.0,11.27,27.0,DB PB: B above Bull Bar Closing near Its High,190,19/2/7,
3,D to F,Double Bottom Pullback,11.0,11.28,28.0,DB PB: After Wedge Bottom and DB MTR,191,21/7/19,
3,D to F,Double Bottom Pullback,11.0,11.29,29.0,"DB PB: After Tight Bear Channel, Needed TR before Bull",192,19/8/2,
3,D to F,Double Bottom Pullback,11.0,11.3,30.0,DB PB: Type of Triangle B Setup,193,8/22/18,
3,D to F,Double Bottom Pullback,11.0,11.31,31.0,DB PB: Buy for BO and MM Up,194,19/10/8,
3,D to F,Double Bottom Pullback,11.0,11.32,32.0,DB HL MTR: After HL Minor Reversal,195,8/15/18,
3,D to F,Double Bottom Pullback,11.0,11.33,33.0,DB PB: Type of Triangle B Setup,196,6/28/18,
3,D to F,Double Bottom Pullback,11.0,11.34,34.0,DB PB: Type of Triangle,197,11/27/18,
3,D to F,Double Bottom Pullback,11.0,11.35,35.0,DB PB: Variation of a Triangle,198,19/4/2,
3,D to F,Double Bottom Pullback,11.0,11.36,36.0,DB PB: HL MTR,199,9/26/18,
3,D to F,Double Bottom Pullback,11.0,11.37,37.0,DB PB: After Big DB,200,20/11/25,
3,D to F,Double Bottom Pullback,11.0,11.38,38.0,Nested DB PB: Expect 2 Legs Sideways to Up,201,19/2/26,
3,D to F,Double Bottom Pullback,11.0,11.39,39.0,DB PB: HL MTR after Wedge Bottom,202,21/12/13,
3,D to F,Double Bottom Pullback,11.0,11.4,40.0,DB Pullback: HL MTR Then Wedge Top,203,23/2/28,
3,D to F,Failed Double Bottom Pullback,12.0,,,Failed Double Bottom Pullback,204,,DB PB F
3,D to F,Failed Double Bottom Pullback,12.0,12.1,1.0,Failed DB PB: DT Bear Flag,205,21/5/4,
3,D to F,Failed Double Bottom Pullback,12.0,12.2,2.0,Failed DB PB: Big Bear Breakout,206,21/9/9,
3,D to F,Failed Double Bottom Pullback,12.0,12.3,3.0,Failed DT PB and DB PB: Became Trading Range,207,21/9/17,
3,D to F,Failed Double Bottom Pullback,12.0,12.4,4.0,Double Bottom PB Failed: Bear Channel,208,24/4/19,
3,D to F,Failed Double Bottom Pullback,12.0,12.5,5.0,"DB PB: Failed, Bear Trend Resumed",209,21/7/16,
3,D to F,Failed Double Bottom Pullback,12.0,12.6,6.0,"DB PB: HL after DB, but Failed",210,19/8/15,
3,D to F,Failed Double Bottom Pullback,12.0,12.7,7.0,"DB PB: Failed, Became Bear Flag",211,19/4/16,
3,D to F,Disappointed Bulls,13.0,,,Disappointed Bulls,212,,Disappointed BL
3,D to F,Disappointed Bulls,13.0,13.1,1.0,Bad Follow-Through in Buy The Close: Then Up or Down?,213,23/12/31,
3,D to F,Disappointed Bulls,13.0,13.2,2.0,Disappointed Bulls: Buy More Lower,214,21/5/20,
3,D to F,Disappointed Bulls,13.0,13.3,3.0,"Buy The Close: Deep PB, and Scale-In, Limit Order Bulls Lost",215,19/5/31,
3,D to F,Disappointed Bulls,13.0,13.4,4.0,Disappointed Bull: 80% Chance of Not Losing Money,216,24/12/17,
3,D to F,Disappointed Bulls,13.0,13.5,5.0,Buy The Close: Scale In,217,7/31/18,
3,D to F,Disappointed Bulls,13.0,13.6,6.0,Disappointed Bulls: Bull Trap,218,20/6/23,
3,D to F,Disappointed Bulls,13.0,13.7,7.0,Micro DT: Disappointed Bulls Exited,219,20/6/22,
3,D to F,Disappointed Bulls,13.0,13.8,8.0,Disappointed Bulls: Exit around Breakeven,220,20/6/23,
3,D to F,Disappointed Bulls,13.0,13.9,9.0,Disappointed Bulls: 80% Chance of Avoiding Loss,221,25/1/10,
3,D to F,Disappointed Bulls,13.0,13.1,10.0,Disappointed Bulls: 80% Chance of No Loss,222,24/8/20,
3,D to F,Disappointed Bulls,13.0,13.11,11.0,Reasonable Bottom or Bull Flag That Fails Reasonable Bottom or Bull Flag: 80% Chance of No Loss,223,22/9/9,
3,D to F,Disappointed Bulls,13.0,13.12,12.0,"B The Close: Deep PB, and Scale-In, Limit Order Bulls Lost",224,19/5/31,
3,D to F,Disappointed Bulls,13.0,13.13,13.0,Buy The Close: Scale In,225,7/31/18,
3,D to F,Disappointed Bulls,13.0,13.14,14.0,Disappointed Bulls: Scale in to Avoid Loss,226,25/4/25,
3,D to F,Disappointed Bulls,13.0,13.15,15.0,Reasonable Buy: 60% Chance of Making Money,227,23/8/17,
3,D to F,Disappointed Bulls,13.0,13.16,16.0,Reasonable Buy: 60% Chance of Profit,228,23/3/14,
3,D to F,Disappointed Bulls,13.0,13.17,17.0,Reasonable Buy The Close: 60% Chance of Profit,229,23/7/21,
3,D to F,Disappointed Bulls,13.0,13.18,18.0,Reasonable Buy The Close: 80% Chance of No Loss,230,24/9/4,
3,D to F,Disappointed Bulls,13.0,13.19,19.0,Reasonable Buy: 80% Chance of Not Losing Money,231,23/11/30,
3,D to F,Disappointed Bulls,13.0,13.2,20.0,Reasonable Buy: 80% Chance of Avoiding Loss,232,24/10/9,
3,D to F,Disappointed Bulls,13.0,13.21,21.0,Reasonable Buy: 80% Chance of No Loss,233,24/6/7,
3,D to F,Disappointed Bulls,13.0,13.22,22.0,Reasonable Buy: 80% Chance of No Loss,234,24/8/5,
3,D to F,Disappointed Bulls,13.0,13.23,23.0,Reasonable Buy: Avoid Loss,235,24/5/14,
3,D to F,Disappointed Bulls,13.0,13.24,24.0,Reasonable Buy: Disappointed Bulls,236,24/7/16,
3,D to F,Disappointed Bulls,13.0,13.25,25.0,Reasonable Buy: Magnet Above,237,24/1/11,
3,D to F,Disappointed Bulls,13.0,13.26,26.0,Not Strong Reasonable Buy: Just a Test of 1 st High of DT,238,23/12/21,
3,D to F,Disappointed Bulls,13.0,13.27,27.0,Reasonable Buy: Then Disappointment Bar,239,23/12/13,
3,D to F,Disappointed Bulls,13.0,13.28,28.0,Reasonable Buy: Buy More Lower,240,24/4/19,
3,D to F,Disappointed Bulls,13.0,13.29,29.0,Reasonable Buy: 80% Chance of No Loss,241,23/10/25,
3,D to F,Disappointed Bulls,13.0,13.3,30.0,Reasonable Buy: Expect Bounce If There Is a Selloff,242,23/12/4,
3,D to F,Disappointed Bulls,13.0,13.31,31.0,Reasonable Buy: Expect Test,243,23/11/8,
3,D to F,Disappointed Bulls,13.0,13.32,32.0,Reasonable Buy Signals: 80% Chance of Avoiding Loss,244,23/7/6,
3,D to F,Disappointed Bulls,13.0,13.33,33.0,Reasonable Buy: 80% Chance of No Loss,245,23/6/8,
3,D to F,Disappointed Bulls,13.0,13.34,34.0,Reasonable Buy: 80% Chance of Not Losing Money,246,22/11/8,
3,D to F,Disappointed Bulls,13.0,13.35,35.0,Reasonable Buy: 80% of Avoiding Loss If Scale In,247,23/2/24,
3,D to F,Disappointed Bulls,13.0,13.36,36.0,Disappointed Bulls: Deep Pullback after Reasonable Buy Signal,248,22/9/8,
3,D to F,Disappointed Bulls,13.0,13.37,37.0,Reasonable Buy The Close: Exit Breakeven,249,22/9/13,
3,D to F,Disappointed Bulls,13.0,13.38,38.0,Reasonable Buy Signal Bars: Targets for Scale-in Bulls,250,19/6/13,
3,D to F,Disappointed Bulls,13.0,13.39,39.0,"Reasonable Buy: If Scale in Correctly, 80% Chance of No Loss",251,23/1/24,
3,D to F,Disappointed Bulls,13.0,13.4,40.0,Reasonable Limit Order Buy: Scale In Bulls Made Money,252,23/5/25,
3,D to F,Disappointed Bulls,13.0,13.41,41.0,Reasonable Buy: Scale In Bulls Should Make Money,253,21/1/4,
3,D to F,Disappointed Bulls,13.0,13.42,42.0,Reasonable Buy: 80% Chance of No Loss,254,22/6/10,
3,D to F,Disappointed Bulls,13.0,13.43,43.0,Reasonable Buy: Can Avoid Loss,255,23/4/26,
3,D to F,Disappointed Bulls,13.0,13.44,44.0,Reasonable Buy: Expect Test after Selloff,256,21/9/10,
3,D to F,Disappointed Bulls,13.0,13.45,45.0,Reasonable Buy Signal: Scale in Bulls Usually Avoid Loss,257,20/7/24,
3,D to F,Disappointed Bulls,13.0,13.46,46.0,Reasonable Buy: Scale in Lower and Expect Test Back Up,258,21/12/9,
3,D to F,Disappointed Bulls,13.0,13.47,47.0,Reasonable Buy: Magnet after Bear BO,259,10/9/17,
3,D to F,Disappointed Bulls,13.0,13.48,48.0,Scale In Bulls: Make Profit,260,2/1/17,
3,D to F,Disappointed Bulls,13.0,13.49,49.0,Scale In Bulls: Avoided Loss,261,8/21/17,
3,D to F,Disappointed Bulls,13.0,13.5,50.0,B The Close: Deep PB,262,9/12/18,
3,D to F,Disappointed Bears,14.0,,,Disappointed Bears,263,,Disappointed BR
3,D to F,Disappointed Bears,14.0,14.1,1.0,Bad Follow-Through in Sell The Close: Then Up or Down?,264,23/12/31,
3,D to F,Disappointed Bears,14.0,14.2,2.0,Sell The Close: Disappointed Bears,265,20/6/12,
3,D to F,Disappointed Bears,14.0,14.3,3.0,STC Disappointed Bears: Sell Again below Bear Bar,266,7/6/17,
3,D to F,Disappointed Bears,14.0,14.4,4.0,Disappointed Bears: Exit around Breakeven,267,20/6/22,
3,D to F,Disappointed Bears,14.0,14.5,5.0,Reasonable Top or Bear Flag That Fails Reasonable Top or Bear Flag: 80% Chance of No Loss,268,22/9/9,
3,D to F,Disappointed Bears,14.0,14.6,6.0,Reasonable Sell: 80% Chance of Not Losing Money,269,23/12/1,
3,D to F,Disappointed Bears,14.0,14.7,7.0,Reasonable Sell: 80% Chance of No Loss,270,24/6/7,
3,D to F,Disappointed Bears,14.0,14.8,8.0,"Reasonable Sell Signal: Failed, but Magnet",271,4/4/18,
3,D to F,Disappointed Bears,14.0,14.9,9.0,Reasonable Sell: Magnet after Bull BO,272,2/22/18,
3,D to F,Disappointed Bears,14.0,14.1,10.0,Failed Reasonable Sell: Expect Test so Bears Can Avoid Loss,273,20/12/2,
3,D to F,Disappointed Bears,14.0,14.11,11.0,Reasonable Limit Order Sell: Scale In Bears Made Money,274,23/5/25,
3,D to F,Disappointed Bears,14.0,14.12,12.0,Reasonable Sell: Scale in Bear Avoided Loss,275,20/8/3,
3,D to F,Disappointed Bears,14.0,14.13,13.0,Reasonable Sell: Avoid Loss,276,24/5/14,
3,D to F,Disappointed Bears,14.0,14.14,14.0,Reasonable Sell: Magnet Below,277,24/1/11,
3,D to F,Disappointed Bears,14.0,14.15,15.0,Reasonable S: Might Get Tested Later in Day,278,20/7/28 | 20/8/3,
3,D to F,Disappointed Bears,14.0,14.16,16.0,S The Close: Deep PB,279,19/7/17,
3,D to F,Disappointed Bears,14.0,14.17,17.0,Sell The Close (STC): Deep PB,280,19/3/19,
3,D to F,Doji Bar,15.0,,,Doji Bar,281,,Doji
3,D to F,Doji Bar,15.0,15.1,1.0,Doji in Bull Trend: Might soon Evolve into TR,282,20/5/20,
3,D to F,Doji Bar,15.0,15.2,2.0,Doji in Sell Climax: Often Start of Trading Range,283,22/9/13,
3,D to F,Doji Bar,15.0,15.3,3.0,Doji in Bear Trend: Might soon Evolve into TR,284,20/5/13,
3,D to F,Doji Day,16.0,,,Doji Day,285,,Doji Day
3,D to F,Doji Day,16.0,16.1,1.0,Doji Day: Close Exactly at Open of Day,286,22/10/31,
3,D to F,Doji Day,16.0,16.2,2.0,Doji Day: Close near Open,287,24/12/17,
3,D to F,Doji Day,16.0,16.3,3.0,Doji Day: Close Near Open,288,25/9/25,
3,D to F,Doji Day,16.0,16.4,4.0,Bull Doji Day: Close Near Open,289,25/6/9,
3,D to F,Doji Day,16.0,16.5,5.0,Doji Day: Trading Range Day with Close near Open,290,25/9/8,
3,D to F,Doji Day,16.0,16.6,6.0,Doji Day: Open in Middle of Day,291,25/4/17,
3,D to F,Doji Day,16.0,16.7,7.0,Doji Day: After End of Day Wedge Top,292,25/5/5,
3,D to F,Doji Day,16.0,16.8,8.0,Doji Day: Close Near The Open,293,25/8/13,
3,D to F,Doji Day,16.0,16.9,9.0,Doji Day: Close near Open,294,24/8/20,
3,D to F,Doji Day,16.0,16.1,10.0,Doji Day: Close near Open,295,25/8/21,
3,D to F,Doji Day,16.0,16.11,11.0,Doji Day: Close near Open,296,25/3/6,
3,D to F,Doji Day,16.0,16.12,12.0,Doji Day: Low was MM Down from High to Open,297,23/3/23,
3,D to F,Doji Day,16.0,16.13,13.0,Doji Day: Trading Range Day with Close near the Open,298,25/2/10,
3,D to F,Doji Day,16.0,16.14,14.0,Doji Day: Close Just above Open,299,24/11/21,
3,D to F,Doji Day,16.0,16.15,15.0,Doji Day: Despite Big Bull and Bear Breakouts,300,25/9/17,
3,D to F,Doji Day,16.0,16.16,16.0,Doji Day: Trading Range with Close Just below Open,301,23/11/27,
3,D to F,Doji Day,16.0,16.17,17.0,Doji Day: Close near Open,302,25/5/8,
3,D to F,Doji Day,16.0,16.18,18.0,Doji Day: Close near Open,303,24/11/13,
3,D to F,Doji Day,16.0,16.19,19.0,Doji Bar on Daily Chart: Close near Open of Day,304,23/2/2,
3,D to F,Doji Day,16.0,16.2,20.0,Doji Day: Close Just below Open,305,24/12/30,
3,D to F,Double Top,17.0,,,Double Top,306,,DT
3,D to F,Double Top,17.0,17.1,1.0,DT: 2 nd Leg Up Is Often B Climax or Wedge Top,307,20/3/4,
3,D to F,Double Top,17.0,17.2,2.0,"3 Building Blocks for All Trading: Wedges, Doubles, and Breakout",308,22/7/15,
3,D to F,Double Top,17.0,17.3,3.0,All Patterns Can Fail: Creates 3 More Building Blocks,309,22/7/15,
3,D to F,Double Top,17.0,17.4,4.0,"DT: Bear Trend From The Open, Then Trading Range",310,23/3/17,
3,D to F,Double Top,17.0,17.5,5.0,DT: Small Pullback Bear Trend,311,25/3/13,
3,D to F,Double Top,17.0,17.6,6.0,DT: Spike and Channel Bear Trend,312,23/4/4,
3,D to F,Double Top,17.0,17.7,7.0,LH DT: MM Down,313,25/4/23,
3,D to F,Double Top,17.0,17.8,8.0,Double Top: Then Tight Bear Channel,314,24/9/25,
3,D to F,Double Top,17.0,17.9,9.0,Double Top: Then Small Pullback Bear Trend,315,24/10/7,
3,D to F,Double Top,17.0,17.1,10.0,LH DT: Then Small Pullback Bear Trend,316,24/8/7,
3,D to F,Double Top,17.0,17.11,11.0,HH DT: MM Down,317,25/9/25,
3,D to F,Double Top,17.0,17.12,12.0,LH DT: Bear Channel,318,24/11/1,
3,D to F,Double Top,17.0,17.13,13.0,LH DT: LH MTR and Midday Bar 43 Bear Breakout,319,23/11/9,
3,D to F,Double Top,17.0,17.14,14.0,LH DT: MM Down,320,25/1/24,
3,D to F,Double Top,17.0,17.15,15.0,DT: 2 nd Leg Up Was Bull Trap (Buy Climax),321,22/12/19,
3,D to F,Double Top,17.0,17.16,16.0,DT: Then MM Down,322,25/1/14,
3,D to F,Double Top,17.0,17.17,17.0,DT: Measured Move Down,323,21/10/27,
3,D to F,Double Top,17.0,17.18,18.0,DT: Wedge Rally to DT (LH MTR),324,22/6/28,
3,D to F,Double Top,17.0,17.19,19.0,HH DT: Bear Reversal Day,325,24/10/30,
3,D to F,Double Top,17.0,17.2,20.0,HH DT: Major Bear Surprise,326,23/10/12,
3,D to F,Double Top,17.0,17.21,21.0,DT: Bear Trend From The Open,327,24/12/27,
3,D to F,Double Top,17.0,17.22,22.0,HH DT Bear Flag: 2 nd Leg Up Was Weak Buy Climax,328,24/8/26,
3,D to F,Double Top,17.0,17.23,23.0,HH DT: 2 nd Leg Up Was Parabolic Wedge,329,23/4/26,
3,D to F,Double Top,17.0,17.24,24.0,Higher High Double Top: Then Trading Range,330,24/7/23,
3,D to F,Double Top,17.0,17.25,25.0,Double Top: After Wedge Rally,331,21/11/17,
3,D to F,Double Top,17.0,17.26,26.0,DT: LH DT MTR,332,23/3/6,
3,D to F,Double Top,17.0,17.27,27.0,LH DT: 2 nd Leg Up Was Buy Climax,333,24/1/31,
3,D to F,Double Top,17.0,17.28,28.0,Double Top: Bear Breakout,334,25/3/5,
3,D to F,Double Top,17.0,17.29,29.0,DT: Bull Breakout Failed,335,25/3/4,
3,D to F,Double Top,17.0,17.3,30.0,LH DT: Top Was Bull Trap,336,23/10/26,
3,D to F,Double Top,17.0,17.31,31.0,HH DT: Small Pullback Bear Trend From The Open,337,23/8/24,
3,D to F,Double Top,17.0,17.32,32.0,DT: Trading Range Day,338,23/3/8,
3,D to F,Double Top,17.0,17.33,33.0,HH DT: Bear Trend Then Wedge Bottom,339,23/12/21,
3,D to F,Double Top,17.0,17.34,34.0,"LH DT: Swing Down, but Remained Trading Range Day",340,23/3/28,
3,D to F,Double Top,17.0,17.35,35.0,Leg Up Was Buy Climax,341,22/10/19,
3,D to F,Double Top,17.0,17.36,36.0,"HH DT: After FOMC, Led to Bear Trend",342,23/3/22,
3,D to F,Double Top,17.0,17.37,37.0,HH DT: Then Wedge Bottom at EMA,343,23/3/21,
3,D to F,Double Top,17.0,17.38,38.0,"LH DT: Broad Bear Channel, Then Strong Reversal Up",344,23/4/17,
3,D to F,Double Top,17.0,17.39,39.0,LH DT: Small Pullback Bear Trend,345,23/3/9,
3,D to F,Double Top,17.0,17.4,40.0,Nested DT: MM Down,346,22/9/6,
3,D to F,Double Top,17.0,17.41,41.0,DT: Wedge Rally to DT,347,21/4/6,
3,D to F,Double Top,17.0,17.42,42.0,Double Top: 2 nd Leg Up Was Wedge,348,20/3/23,
3,D to F,Double Top,17.0,17.43,43.0,"HH DT: 2 nd Leg Up Was B Climax, 1 st Reversal Down Was Minor",349,21/5/5,
3,D to F,Double Top,17.0,17.44,44.0,DT: 2 nd Leg up is often Wedge,350,19/1/28,
3,D to F,Double Top,17.0,17.45,45.0,DT: Leg Up Was Buy Climax,351,21/4/7,
3,D to F,Double Top,17.0,17.46,46.0,DT: LH DT MTR after Big Gap Up,352,20/5/26,
3,D to F,Double Top,17.0,17.47,47.0,DT: Leg Up,353,21/2/16,
3,D to F,Double Top,17.0,17.48,48.0,2 nd Leg of DT or DB: Often Is Wedge,354,20/2/28,
3,D to F,Double Top,17.0,17.49,49.0,DT after Big Gap Down: S signal,355,19/7/25,
3,D to F,Double Top,17.0,17.5,50.0,DT Bear Flag: After Selloff from 2 Days Ago,356,19/3/27,
3,D to F,Double Top,17.0,17.51,51.0,Double Top: Failed Breakout above Parabolic Wedge Buy Climax,357,21/11/5,
3,D to F,Double Top,17.0,17.52,52.0,MTR Top: DT MTR,358,4/5/17,
3,D to F,Failed Double Top,18.0,,,Failed Double Top,359,,DT F
3,D to F,Failed Double Top,18.0,18.1,1.0,DT Failed: Bull Breakout,360,24/3/11,
3,D to F,Failed Double Top,18.0,18.2,2.0,DT Failed: Measured Move Up,361,24/10/16,
3,D to F,Failed Double Top,18.0,18.3,3.0,DT Failed: Only Minor Reversal,362,23/4/21,
3,D to F,Failed Double Top,18.0,18.4,4.0,HL DB and Bull Channel,363,23/5/25,
3,D to F,Failed Double Top,18.0,18.5,5.0,HH DT Failed: HL DB and Spike and Channel Bull Trend,364,23/8/7,
3,D to F,Failed Double Top,18.0,18.6,6.0,HH DT: Failed,365,25/5/22,
3,D to F,Failed Double Top,18.0,18.7,7.0,HH DT Failed: Trading Range Day,366,25/1/16,
3,D to F,Failed Double Top,18.0,18.8,8.0,DT MTR: Failed,367,4/17/18,
3,D to F,Failed Double Top,18.0,18.9,9.0,"DT Bear Flag: Failed, Head and Shoulders Bottom",368,1/12/17,
3,D to F,Double Top Bear Flag,19.0,,,Double Top Bear Flag,369,,DT BRF
3,D to F,Double Top Bear Flag,19.0,19.1,1.0,DT Bear Flag: Trend Resumption Down,370,23/2/27,
3,D to F,Double Top Bear Flag,19.0,19.2,2.0,DT: 2 nd Leg Up Is Often B Climax or Wedge Top,371,20/3/4,
3,D to F,Double Top Bear Flag,19.0,19.3,3.0,Double Top Bear Flag: After Final Bear Flag,372,24/8/28,
3,D to F,Double Top Bear Flag,19.0,19.4,4.0,DT Bear Flag: Bear Trend From The Open,373,23/9/29,
3,D to F,Double Top Bear Flag,19.0,19.5,5.0,LH DT Bear Flag: Then Small Pullback Bear Trend,374,25/4/3,
3,D to F,Double Top Bear Flag,19.0,19.6,6.0,DT Bear Flag: Bear Breakout,375,24/12/5,
3,D to F,Double Top Bear Flag,19.0,19.7,7.0,Final Double Top Bear Flag: Expanding Triangle Bottom,376,24/6/13,
3,D to F,Double Top Bear Flag,19.0,19.8,8.0,DT Bear Flag: 2 nd Leg Up Was Buy Climax,377,25/9/10,
3,D to F,Double Top Bear Flag,19.0,19.9,9.0,DT Bear Flag: Buy Climax and Breakout Test,378,23/8/10,
3,D to F,Double Top Bear Flag,19.0,19.1,10.0,DT Bear Flag: Failed Wedge Bottom,379,24/6/28,
3,D to F,Double Top Bear Flag,19.0,19.11,11.0,DT Bear Flag: LH DT MTR,380,24/12/12,
3,D to F,Double Top Bear Flag,19.0,19.12,12.0,DT Bear Flag: MM Down,381,24/9/27,
3,D to F,Double Top Bear Flag,19.0,19.13,13.0,DT Bear Flag: MM Down,382,25/3/28,
3,D to F,Double Top Bear Flag,19.0,19.14,14.0,DT Bear Flag: More Than MM Down,383,24/8/7,
3,D to F,Double Top Bear Flag,19.0,19.15,15.0,DT Bear Flag: ii Final Bear Flag Failed,384,24/4/30,
3,D to F,Double Top Bear Flag,19.0,19.16,16.0,DT Bear Flag: LH DT MTR,385,24/11/4,
